mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	fr[pop=0,12]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
82	0.018226	0.001996	17.174850	9.378304	5.753865	0.074564	0.074564	0.074564	0.074564	0.074564	0.107987	0.107987	0.107987	0.107987	0.107987	0.016309	-0.583929	20.5919	1.65325	1.09345	2.06518	1.29705	-80.3974	0.984848	0.984962	0.985078	na	3	0.410256	0.13998	133	37.3846	0	42.8588	37.3846	117.782	-0.244414	-3.65245	0.769231	na	0	1	77.5833	3.56946	0.621302	na	na	na	na	332	824.406	62.7612	65.3505	44	44.6769	-1.77711	-2.16053	59.7456	0.987684	-1.10431	0.360947	0.98519	-0.000112195	80	1	58	0	0	0	0	0	0	0	0	74	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	465	1334.99	na	na	na	na	na	na	na	na	na	0	na	0	0	
83	0.000120	0.078190	6.684295	10.817970	0.436202	0.063147	0.063147	0.063147	0.063147	0.063147	0.020434	0.020434	0.020434	0.020434	0.020434	0.058632	-1.79909	-6.90486	-2.04263	-2.05746	-1.38162	-1.59139	-9.0641	0.125	0.2	0.136097	na	12	0.987179	0.0646723	25	4.71795	0	8.05617	4.71795	13.7821	-0.792924	-1.99767	0.153846	na	2	14	9.25	0.551807	0.0887574	na	na	na	na	472	1633.96	5.2301	2.4754	3.0303	1.96923	-2.34991	-1.21663	1.94668	0.116816	-0.373163	0.0432281	0.0901465	0.0459505	21	14	3	0	0	0	0	0	1	0	0	1	6	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	14	0	na	0	na	na	na	na	497	2646.01	na	na	na	na	na	na	na	na	na	0	na	0	0	
84	0.000228	0.016255	0.128167	7.350110	5.332647	0.027635	0.027635	0.027635	0.027635	0.027635	0.042655	0.042655	0.042655	0.042655	0.042655	0.039053	-1.86311	-2.44337	-2.32348	-2.28396	-2.74239	-2.63104	0.705128	0.25	0.4	0.255208	na	5	0.538462	0.124985	5	0.769231	0	1.61123	0.769231	0.0641026	-1	0.574438	0.692308	na	0	5	0.416667	-1.7795	0.502959	na	na	na	na	228	305.226	0	0	0	0	na	na	0.851631	0.854998	-0.141664	0.0739645	0.10625	0.148958	1	5	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	233	313.803	na	na	na	na	na	na	na	na	na	0	na	0	0	
85	0.067843	0.066071	3.168272	6.628444	5.364791	0.040069	0.040069	0.040069	0.040069	0.040069	0.013098	0.013098	0.013098	0.013098	0.013098	0.067379	0.241168	-0.652074	0.94075	0.783569	1.31904	1.03619	-16.641	0.380952	0.470588	0.492221	na	12	0.987179	0.158323	85	28.8462	0	27.391	28.8462	45.4872	0.10166	-1.16756	0.153846	na	7	10	37.1667	1.5328	0.0887574	na	na	na	na	222	359.518	35.6598	35.6457	32.2727	32.2154	-0.562097	-0.653843	12.4859	-0.040327	-0.518914	0.0264629	0.172667	0.319554	29	10	21	11	6	2	7	3	0	5	4	13	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	10	0	na	0	na	na	na	na	307	476.279	na	na	na	na	na	na	na	na	na	0	na	0	0	
86	0.491367	0.068256	194.152729	5.283460	0.991031	0.064790	0.064790	0.064790	0.064790	0.064790	0.008357	0.008357	0.008357	0.008357	0.008357	0.002710	0.357733	7.4347	0.421273	0.421083	0.57946	0.537793	-1.53846	0.0866142	0.137255	0.216691	na	9	0.935897	0.159454	255	88.5641	0	82.173	88.5641	90.1026	0.148831	-0.0368695	0.230769	na	55	60	89.3333	0.392688	0.136095	na	na	na	na	32	130.002	92.7154	93.075	93.7576	93.9077	0.0669549	0.0612178	33.5321	-1.74802	1.8742	0.0478304	0.183725	0.0329659	319	60	36	36	32	26	9	14	10	6	5	14	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	60	0	na	0	na	na	na	na	287	426.905	na	na	na	na	na	na	na	na	na	0	na	0	0	
87	0.033030	0.014912	520.227628	5.892543	0.112138	0.032787	0.032787	0.032787	0.032787	0.032787	0.044891	0.044891	0.044891	0.044891	0.044891	0.073997	-2.3488	6.48105	-3.08172	-3.0039	-1.00609	-1.50393	-45.2692	0.927273	0.928571	0.927778	na	4	0.423077	0.256239	56	8.61538	0	18.0458	8.61538	53.8846	-1	-4.73414	0.769231	na	0	27	31.25	3.0362	0.609467	na	na	na	na	211	326.802	13.7884	0	5.27273	0	-3.59561	na	19.5549	1.9545	1.7459	0.195102	0.929712	-0.00193452	9	27	0	0	0	0	0	0	0	0	0	0	29	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	27	0	na	0	na	na	na	na	267	381.976	na	na	na	na	na	na	na	na	na	0	na	0	0	
88	0.082430	0.077483	0.182826	8.332799	0.888376	0.070647	0.070647	0.070647	0.070647	0.070647	0.012141	0.012141	0.012141	0.012141	0.012141	0.049315	-1.02667	-4.86437	-1.24349	-1.23364	-0.542011	-0.727641	-7.52564	0	0	0.0785581	na	12	0.987179	0.0905069	29	7.15385	0	9.34516	7.15385	14.6795	-0.448707	-1.45074	0.153846	na	4	12	10.9167	0.641952	0.0887574	na	na	na	na	443	1186.72	8.08288	5.44588	6.27273	5.26154	-1.28032	-0.21675	3.05821	0.0043512	-0.691007	0.0389546	0.11156	-0.0330017	17	12	2	3	4	0	0	1	0	0	0	1	6	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	12	0	na	0	na	na	na	na	472	1448.26	na	na	na	na	na	na	na	na	na	0	na	0	0	
89	0.000890	0.021202	19.099087	11.905520	0.439203	0.074003	0.074003	0.074003	0.074003	0.074003	0.058487	0.058487	0.058487	0.058487	0.058487	0.005349	-1.86311	-2.44337	-2.32348	-2.28396	-2.74239	-2.63104	0.705128	0	0	0.00694444	na	5	0.538462	0.124985	5	0.769231	0	1.61123	0.769231	0.0641026	-1	0.574438	0.692308	na	0	5	0.416667	-1.7795	0.502959	na	na	na	na	547	na	0	0	0	0	na	na	0.851631	0.854998	-0.141664	0.0739645	0.10625	-0.0993056	6	5	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	552	na	na	na	na	na	na	na	na	na	na	0	na	0	0	
90	0.000293	0.078749	167.664646	8.839594	0.770576	0.036232	0.036232	0.036232	0.036232	0.036232	0.055549	0.055549	0.055549	0.055549	0.055549	0.034363	-1.21317	-5.6144	-0.63324	-0.816934	-0.0567719	-0.410603	-2.89744	0	0	0.0203335	na	10	0.961538	0.102586	12	2.71795	0	3.86696	2.71795	5.61538	-0.568591	-1.20214	0.153846	na	1	4	4.16667	0.245581	0.112426	na	na	na	na	318	516.368	3.80371	2.97048	2.48485	2.15385	-1.8925	-1.67098	1.24731	-0.102239	-0.522513	0.0774162	0.0925467	-0.0722132	2	4	4	1	0	0	0	0	0	0	0	1	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	330	539.837	na	na	na	na	na	na	na	na	na	0	na	0	0	
91	0.004151	0.019975	0.107219	8.427604	2.280591	0.028471	0.028471	0.028471	0.028471	0.028471	0.018671	0.018671	0.018671	0.018671	0.018671	0.013410	-1.68488	-4.56381	-1.80112	-1.83603	-2.1888	-2.1555	-0.564103	0	0	0.00858586	na	7	0.794872	0.084422	6	1.05128	0	1.93348	1.05128	1.61538	-0.873115	-0.40244	0.461538	na	0	5	1.33333	-0.794989	0.266272	na	na	na	na	301	464.055	0.475464	0.49508	0.333333	0.338462	-1.10753	-1.33029	0.681813	-0.0638119	-0.856998	0.401052	0.00968013	-0.00109428	2	5	0	0	0	0	0	0	0	0	0	1	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	307	476.279	na	na	na	na	na	na	na	na	na	0	na	0	0	
92	0.694918	0.040088	79.645936	10.348897	2.605157	0.064967	0.064967	0.064967	0.064967	0.064967	0.099822	0.099822	0.099822	0.099822	0.099822	0.000840	0.990576	5.63819	0.961732	1.01011	1.30925	1.27693	-10.0385	0.0137931	0.0273973	0.169232	na	9	0.935897	0.185193	146	57.2308	0	47.048	57.2308	67.2692	0.414159	-0.41631	0.230769	na	64	18	62.25	1.42942	0.136095	na	na	na	na	25	90.1244	60.8593	61.3899	64.3636	64.6154	0.342245	0.358692	23.2054	-1.58131	1.19746	0.0550625	0.192887	-0.0236551	488	18	24	14	12	13	19	10	12	7	8	5	4	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	18	0	na	0	na	na	na	na	171	209.326	na	na	na	na	na	na	na	na	na	0	na	0	0	
93	0.474881	0.076319	3.828586	3.306799	2.757447	0.045775	0.045775	0.045775	0.045775	0.045775	0.016774	0.016774	0.016774	0.016774	0.016774	0.051995	0.565219	2.1703	0.669443	0.668175	1.01975	0.925385	-1.76923	0.2125	0.304348	0.34828	na	11	0.974359	0.166253	161	58.2821	0	51.8817	58.2821	60.0513	0.236064	-0.06667	0.153846	na	18	27	59.1667	0.623649	0.100592	na	na	na	na	113	204.206	63.7121	62.8751	63.9697	63.6615	0.0240368	0.0854025	21.7548	-1.3595	1.42787	0.0197239	0.173626	0.174653	32	27	36	10	27	14	6	11	12	5	1	5	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	27	0	na	0	na	na	na	na	274	397.246	na	na	na	na	na	na	na	na	na	0	na	0	0	
94	0.000413	0.006369	0.900433	2.158726	0.457592	0.009813	0.009813	0.009813	0.009813	0.009813	0.001892	0.001892	0.001892	0.001892	0.001892	0.042930	-1.14915	-0.537142	-1.36547	-1.35219	-1.45025	-1.43352	0.141026	na	na	na	na	2	0.153846	0.266469	1	0.153846	0	0.322247	0.153846	0.0128205	-1	0.317792	0.923077	na	0	1	0.0833333	-0.89848	0.857988	na	na	na	na	36	37.4461	0	0	0	0	na	na	0.363137	1.95664	1.74939	0.715976	na	0	0	1	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	37	38.442	na	na	na	na	na	na	na	na	na	0	na	0	0	
95	0.036703	0.068003	284.462730	10.880929	6.165073	0.031593	0.031593	0.031593	0.031593	0.031593	0.006006	0.006006	0.006006	0.006006	0.006006	0.017338	0.726024	3.18392	0.743264	0.76963	1.08667	1.02714	-19.9744	0.369748	0.41841	0.525851	na	11	0.974359	0.176347	239	89.1795	0	77.017	89.1795	109.154	0.30219	-0.510308	0.153846	na	7	38	99.1667	1.29386	0.100592	na	na	na	na	92	228.765	95.5682	95.0553	98.4848	98.3385	0.18181	0.236354	49.6658	-0.529377	-0.734399	0.0309007	0.258232	0.267619	163	38	22	44	18	42	10	1	14	8	28	5	9	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	38	0	na	0	na	na	na	na	331	542.793	na	na	na	na	na	na	na	na	na	0	na	0	0	
96	0.271119	0.099538	416.248131	3.233735	2.511954	0.046841	0.046841	0.046841	0.046841	0.046841	0.011130	0.011130	0.011130	0.011130	0.011130	0.053444	0.149589	1.36879	0.108926	0.124952	0.179727	0.179799	-14.4744	0.217391	0.271654	0.39195	na	12	0.987179	0.146104	254	84.5128	0	81.8507	84.5128	98.9872	0.0622369	-0.348229	0.153846	na	21	75	91.75	0.544978	0.0887574	na	na	na	na	60	170.845	85.108	84.6586	86.2424	86.0923	0.0793681	0.115825	45.5012	-0.627615	-0.965919	0.0244905	0.214211	0.177739	84	75	39	15	30	3	22	19	17	3	9	14	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	75	0	na	0	na	na	na	na	314	494.781	na	na	na	na	na	na	na	na	na	0	na	0	0	
97	0.000141	0.073596	0.829978	4.849804	1.052641	0.014539	0.014539	0.014539	0.014539	0.014539	0.003002	0.003002	0.003002	0.003002	0.003002	0.003783	-1.44003	-4.11798	-1.1812	-1.29447	-1.47503	-1.53964	1.02564	0	0	0.0118687	na	7	0.846154	0.0901497	6	1.17949	0	1.93348	1.17949	0.153846	-0.74623	0.731709	0.384615	na	0	4	0.666667	-1.67809	0.218935	na	na	na	na	95	106.133	0.950927	0.990159	0.666667	0.676923	-1.33151	-1.60475	0.678876	-0.23684	-0.862344	0.391847	0.0130624	-0.00119376	0	4	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	101	112.837	na	na	na	na	na	na	na	na	na	0	na	0	0	
98	0.490233	0.069280	434.464975	3.257722	0.153788	0.038438	0.038438	0.038438	0.038438	0.038438	0.006151	0.006151	0.006151	0.006151	0.006151	0.037164	0.0946612	1.38277	-0.0863319	-0.0389962	-0.0910583	-0.0337537	7.69231	0.131783	0.181467	0.276246	na	12	0.987179	0.14169	259	85.1795	0	83.4619	85.1795	77.4872	0.0393789	0.181535	0.153846	na	34	87	81.3333	-0.114979	0.0887574	na	na	na	na	52	146.642	81.7797	81.193	84.8485	84.6769	0.223393	0.293405	36.7613	-0.982963	-0.450245	0.0244905	0.173067	0.103179	82	87	31	31	29	10	22	19	3	10	6	3	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	87	0	na	0	na	na	na	na	311	486.768	na	na	na	na	na	na	na	na	na	0	na	0	0	
99	0.247123	0.083871	0.125216	10.070925	3.004662	0.021553	0.021553	0.021553	0.021553	0.021553	0.026776	0.026776	0.026776	0.026776	0.026776	0.019726	0.23583	-2.13396	-0.318368	-0.177741	-0.257732	-0.117372	-3.24359	0.222222	0.263158	0.345784	na	10	0.923077	0.143024	19	6.46154	0	6.12269	6.46154	9.70513	0.105903	-0.911243	0.307692	na	1	7	8.08333	1.13125	0.147929	na	na	na	na	228	318.438	5.70556	5.44588	6.36364	6.27692	0.647847	0.977176	4.18933	-0.106743	-1.49912	0.0992768	0.235076	0.110708	5	7	1	0	0	0	2	5	1	0	1	1	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	247	340.757	na	na	na	na	na	na	na	na	na	0	na	0	0	
