mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
60	0.075454	0.068525	92.684828	4.491083	0.964624	0.055161	0.055161	0.055161	0.055161	0.055161	0.106023	0.106023	0.106023	0.106023	0.106023	0.020000	0.950505	4.06262	0.895837	0.944027	1.31025	1.26026	-21.9697	0.166667	0.2	0.342105	na	10	0.969697	0.186543	265	105.47	0	87.7519	105.47	127.439	0.406509	-0.50058	0.166667	na	38	34	116.455	1.51099	0.111111	na	na	na	na	59	196.831	114.363	114.051	119.764	119.741	0.291289	0.36194	56.6078	-0.943894	-0.951522	0.0518825	0.283358	0.0587473	346	34	46	15	18	69	13	26	7	4	22	11	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	34	0	na	0	na	na	na	na	324	486.092	na	na	na	na	na	na	na	na	na	0	na	0	0	
61	0.043043	0.054433	3.872729	4.320301	0.786229	0.066370	0.066370	0.066370	0.066370	0.066370	0.074380	0.074380	0.074380	0.074380	0.074380	0.067310	0.258304	0.560686	1.3531	1.10347	1.75979	1.36124	-47.1212	0.78125	0.806202	0.817852	na	11	0.984848	0.16905	129	45.0758	0	42.717	45.0758	92.197	0.111175	-2.17827	0.166667	na	2	7	68.6364	2.73393	0.0972222	na	na	na	na	270	507.897	60.3997	62.2094	52.6909	53.2593	-0.785071	-1.04072	46.5192	0.70567	-1.28428	0.0236455	0.564047	0.253805	41	7	31	22	5	1	0	0	6	25	30	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	399	703.394	na	na	na	na	na	na	na	na	na	0	na	0	0	
62	0.000149	0.075622	73.607913	7.422695	0.296373	0.013781	0.013781	0.013781	0.013781	0.013781	0.004432	0.004432	0.004432	0.004432	0.004432	0.040144	-0.849715	-0.724551	-0.373719	-0.507046	-0.482752	-0.595998	0.393939	0	0	0.454545	na	3	0.318182	0.157596	2	0.469697	0	0.662279	0.469697	0.0757576	-0.585452	0.584062	0.833333	na	0	1	0.272727	-1.00012	0.708333	na	na	na	na	54	57.0838	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	0.748736	1.24031	-0.127825	0.293159	0.454545	0	1	1	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	56	59.0265	na	na	na	na	na	na	na	na	na	0	na	0	0	
63	0.008772	0.072775	743.586128	11.471865	0.110948	0.006046	0.006046	0.006046	0.006046	0.006046	0.001684	0.001684	0.001684	0.001684	0.001684	0.002299	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	25	25.5798	0	0	0	0	na	na	0	na	na	0.293159	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	25	25.5798	na	na	na	na	na	na	na	na	na	0	na	0	0	
64	0.243507	0.022143	322.136912	6.811806	0.771920	0.031623	0.031623	0.031623	0.031623	0.031623	0.017671	0.017671	0.017671	0.017671	0.017671	0.035239	-0.0974348	5.77415	0.284947	0.19073	0.246217	0.146065	41.2424	0.125	0.172161	0.206632	na	9	0.954545	0.143627	273	88.5303	0	90.401	88.5303	47.2879	-0.0416632	0.912492	0.166667	na	24	80	67.9091	-1.15016	0.125	na	na	na	na	57	134.23	95.5504	99.0167	90.2364	91.5	-0.342856	-0.550427	29.1723	-2.06376	3.41645	0.0736915	0.168835	0.0377972	96	80	70	66	26	9	5	3	2	9	1	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	80	0	na	0	na	na	na	na	330	500.67	na	na	na	na	na	na	na	na	na	0	na	0	0	
65	0.006135	0.026905	196.173332	4.581860	2.193545	0.049078	0.049078	0.049078	0.049078	0.049078	0.057461	0.057461	0.057461	0.057461	0.057461	0.030110	-2.0434	-4.75368	-2.53402	-2.48908	-2.74188	-2.67247	-0.30303	0	0	0.00826446	na	8	0.848485	0.0897527	10	1.66667	0	3.31139	1.66667	1.9697	-1	-0.144195	0.416667	na	0	9	1.81818	-1.39261	0.222222	na	na	na	na	311	459.558	0.49508	0	0.2	0	-2.33733	na	1.2195	0.622075	-0.290064	0.0918274	0.0964187	-0.0881543	3	9	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	9	0	na	0	na	na	na	na	321	478.944	na	na	na	na	na	na	na	na	na	0	na	0	0	
66	0.003443	0.018985	218.280713	11.802869	4.659906	0.006265	0.006265	0.006265	0.006265	0.006265	0.005712	0.005712	0.005712	0.005712	0.005712	0.072025	-0.381751	-0.361962	-0.373719	-0.38673	-0.482752	-0.476798	0.424242	0	0	0.272727	na	3	0.439394	0.171921	2	0.575758	0	0.662279	0.575758	0.151515	-0.263025	0.62899	0.75	na	0	1	0.363636	-0.766722	0.597222	na	na	na	na	79	85.5998	0.49508	0.518412	0.490909	0.5	-0.0330344	-0.162387	0.724529	0.853743	-0.663811	0.158173	0.272727	0	0	1	0	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	81	87.5474	na	na	na	na	na	na	na	na	na	0	na	0	0	
67	0.020496	0.041650	20.224086	5.283826	0.605001	0.029290	0.029290	0.029290	0.029290	0.029290	0.007064	0.007064	0.007064	0.007064	0.007064	0.046937	1.53859	2.40657	1.26122	1.38157	1.47049	1.56755	-4.51515	0.576923	0.666667	0.765967	na	7	0.863636	0.21677	27	12.0152	0	8.94076	12.0152	16.5303	0.692312	-0.917587	0.333333	na	2	2	14.2727	2.30559	0.208333	na	na	na	na	43	59.1192	12.377	12.9603	14.0182	14.2778	0.797193	0.718308	10.8663	0.15165	-1.85358	0.0897612	0.652798	0.113169	2	2	0	4	6	1	0	1	10	3	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	70	74.8175	na	na	na	na	na	na	na	na	na	0	na	0	0	
68	0.000194	0.096944	1.961839	11.793720	0.510442	0.008972	0.008972	0.008972	0.008972	0.008972	0.002178	0.002178	0.002178	0.002178	0.002178	0.005221	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	45	47.0173	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	46	48.0158	na	na	na	na	na	na	na	na	na	0	na	0	0	
69	0.001654	0.011659	0.220160	8.282211	1.384944	0.045036	0.045036	0.045036	0.045036	0.045036	0.008146	0.008146	0.008146	0.008146	0.008146	0.071086	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	92	100.676	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	93	101.775	na	na	na	na	na	na	na	na	na	0	na	0	0	
70	0.059998	0.071177	32.441659	6.578945	8.794340	0.071047	0.071047	0.071047	0.071047	0.071047	0.012433	0.012433	0.012433	0.012433	0.012433	0.017067	1.45731	8.47203	0.678776	0.916804	0.894703	1.12481	3.84848	0.358333	0.404959	0.557838	na	7	0.909091	0.207262	121	52.5606	0	40.0679	52.5606	48.7121	0.627739	0.189366	0.25	na	2	23	50.6364	1.18474	0.166667	na	na	na	na	52	108.319	48.5178	49.2491	58.4727	58.9444	1.26024	1.42169	35.0354	-0.575482	-1.5736	0.0757576	0.430595	0.127244	10	23	1	12	9	34	24	9	4	2	0	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	23	0	na	0	na	na	na	na	173	207.259	na	na	na	na	na	na	na	na	na	0	na	0	0	
71	0.063935	0.007722	3.181392	8.614773	0.892670	0.012263	0.012263	0.012263	0.012263	0.012263	0.005819	0.005819	0.005819	0.005819	0.005819	0.061179	1.14168	1.65651	0.67332	0.82281	0.687024	0.859228	-0.333333	0.0714286	0.133333	0.278079	na	6	0.848485	0.196966	15	6.28788	0	4.96709	6.28788	6.62121	0.535364	-0.113451	0.333333	na	2	3	6.45455	1.02859	0.222222	na	na	na	na	57	66.772	5.94095	6.22094	6.94545	7.07407	0.986881	0.94003	3.6237	-0.704089	-0.923542	0.226354	0.286821	-0.00874121	1	3	0	1	3	3	2	1	0	1	1	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	72	77.1105	na	na	na	na	na	na	na	na	na	0	na	0	0	
72	0.024872	0.073038	1.071375	6.053350	1.281782	0.049851	0.049851	0.049851	0.049851	0.049851	0.012334	0.012334	0.012334	0.012334	0.012334	0.010820	-0.841446	-1.21411	-0.531386	-0.63159	-0.200194	-0.39453	-0.181818	0.285714	0.375	0.314286	na	6	0.848485	0.138594	8	2.09091	0	2.64911	2.09091	2.27273	-0.424239	-0.103186	0.333333	na	0	3	2.18182	-0.509398	0.222222	na	na	na	na	102	115.146	2.4754	2.07365	1.90909	1.74074	-1.24265	-0.993524	1.56625	0.736908	0.0964993	0.0330579	0.215301	0.0989847	2	3	2	2	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	110	122.576	na	na	na	na	na	na	na	na	na	0	na	0	0	
73	0.009634	0.089640	18.867917	9.356778	0.834828	0.003275	0.003275	0.003275	0.003275	0.003275	0.001752	0.001752	0.001752	0.001752	0.001752	0.063861	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	33	34.109	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	34	35.0845	na	na	na	na	na	na	na	na	na	0	na	0	0	
74	0.222131	0.063594	296.712959	11.326833	2.276849	0.017747	0.017747	0.017747	0.017747	0.017747	0.004765	0.004765	0.004765	0.004765	0.004765	0.013188	0.0774869	3.80322	0.151436	0.136789	0.0157338	0.0367396	21.9091	0.183099	0.251748	0.283466	na	9	0.954545	0.157484	143	48.1364	0	47.3529	48.1364	26.2273	0.0333104	0.915789	0.166667	na	13	47	37.1818	-0.97232	0.125	na	na	na	na	32	70.3544	47.5276	49.7675	48.3636	49.2593	0.108021	-0.0737618	19.2209	-0.744576	-0.224337	0.0732323	0.197385	0.0860806	16	47	27	31	7	15	8	4	1	2	1	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	47	0	na	0	na	na	na	na	175	210.171	na	na	na	na	na	na	na	na	na	0	na	0	0	
75	0.037058	0.059470	5.321368	3.837803	0.701477	0.014901	0.014901	0.014901	0.014901	0.014901	0.003420	0.003420	0.003420	0.003420	0.003420	0.048396	-0.674733	1.46783	-0.758635	-0.761856	-0.532665	-0.600092	-4.12121	0.375	0.444444	0.578788	na	4	0.651515	0.178872	9	2.48485	0	2.98025	2.48485	6.60606	-0.334676	-2.13278	0.583333	na	0	4	4.54545	1.57251	0.402778	na	na	na	na	13	17.4374	2.4754	2.07365	2.18182	2.01852	-0.644203	-0.164526	2.73013	0.85432	-0.600319	0.137052	0.468552	0.110236	0	4	0	0	0	0	0	1	0	2	1	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	22	22.4473	na	na	na	na	na	na	na	na	na	0	na	0	0	
76	0.014117	0.006308	20.051748	7.767112	2.042069	0.062780	0.062780	0.062780	0.062780	0.062780	0.007856	0.007856	0.007856	0.007856	0.007856	0.016012	-0.467729	6.41566	1.44617	0.977337	1.75043	1.13188	-22	0.87234	0.875	0.894159	na	5	0.666667	0.145409	48	14.2727	0	15.8947	14.2727	36.2727	-0.205449	-2.6289	0.583333	na	0	2	25.2727	2.46824	0.388889	na	na	na	na	60	90.0896	22.7737	23.8469	16.7273	17.037	-1.61708	-2.04504	20.9568	0.876555	-1.32278	0.129017	0.898154	-0.00399508	8	2	23	0	0	0	0	0	0	0	23	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	108	120.088	na	na	na	na	na	na	na	na	na	0	na	0	0	
77	0.004041	0.018275	0.282514	2.757797	0.144688	0.053137	0.053137	0.053137	0.053137	0.053137	0.073935	0.073935	0.073935	0.073935	0.073935	0.018850	-1.45138	-1.32484	-1.72038	-1.70161	-1.91219	-1.87314	0.30303	0	0	0.00826446	na	3	0.318182	0.186339	2	0.333333	0	0.662279	0.333333	0.030303	-1	0.449278	0.833333	na	0	2	0.181818	-1.23351	0.708333	na	na	na	na	288	406.191	0	0	0	0	na	na	0.50637	1.08616	-0.100595	0.235308	0.00826446	0	2	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	290	410.012	na	na	na	na	na	na	na	na	na	0	na	0	0	
78	0.001188	0.027805	759.834795	8.409031	3.055895	0.003563	0.003563	0.003563	0.003563	0.003563	0.006934	0.006934	0.006934	0.006934	0.006934	0.014354	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	89	96.9921	0	0	0	0	na	na	0	na	na	0.235308	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	89	96.9921	na	na	na	na	na	na	na	na	na	0	na	0	0	
79	0.914583	0.063869	47.318893	2.378862	0.759299	0.011563	0.011563	0.011563	0.011563	0.011563	0.004883	0.004883	0.004883	0.004883	0.004883	0.074042	-0.616369	-3.68565	-0.175665	-0.302164	-0.417662	-0.502978	7.57576	0.122449	0.22	0.169555	na	12	1	0.115422	50	14.3333	0	16.557	14.3333	6.75758	-0.270395	0.871136	0.0833333	na	8	20	10.5455	-1.52562	0.0833333	na	na	na	na	9	18.9874	14.8524	15.5524	13.2	13.4444	-0.672017	-0.962368	3.70585	-1.34206	2.83419	0.0298439	0.112499	0.0570566	1	20	16	7	2	2	1	0	0	1	1	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	20	0	na	0	na	na	na	na	59	62.3728	na	na	na	na	na	na	na	na	na	0	na	0	0	
80	0.037724	0.014401	8.470047	5.812130	2.076876	0.054729	0.054729	0.054729	0.054729	0.054729	0.007626	0.007626	0.007626	0.007626	0.007626	0.068767	1.56963	6.98561	0.816071	1.05133	1.13378	1.33263	-0.969697	0.481481	0.581818	0.619535	na	6	0.878788	0.211735	55	24.4242	0	18.2127	24.4242	25.3939	0.686667	-0.101903	0.25	na	2	8	24.9091	1.56011	0.194444	na	na	na	na	43	70.0708	23.2687	23.3285	27.7091	27.8148	1.16268	1.37669	15.9191	-0.481115	-1.52528	0.197429	0.421781	0.197754	1	8	0	6	6	11	13	4	4	1	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	8	0	na	0	na	na	na	na	98	107.813	na	na	na	na	na	na	na	na	na	0	na	0	0	
81	0.293128	0.020975	243.775521	4.611076	1.320461	0.039257	0.039257	0.039257	0.039257	0.039257	0.004327	0.004327	0.004327	0.004327	0.004327	0.065728	-0.830134	4.89033	-0.901417	-0.915067	-1.34287	-1.24636	10.7879	0.149425	0.215909	0.217278	na	7	0.772727	0.105548	88	23.9394	0	29.1403	23.9394	13.1515	-0.359335	0.723006	0.5	na	3	48	18.5455	-1.60315	0.291667	na	na	na	na	14	31.8982	19.8032	20.2181	19.1273	19.2778	-0.207397	-0.332091	14.1333	-0.857812	-0.808089	0.121442	0.196586	0.0206921	6	48	22	1	0	0	14	2	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	48	0	na	0	na	na	na	na	102	112.691	na	na	na	na	na	na	na	na	na	0	na	0	0	
82	0.018226	0.001996	17.174850	9.378304	5.753865	0.074564	0.074564	0.074564	0.074564	0.074564	0.107987	0.107987	0.107987	0.107987	0.107987	0.016309	2.18305	29.0211	1.6884	1.88646	2.13363	2.261	-17.4545	0.991189	0.991228	0.993392	na	3	0.727273	0.242424	228	110.545	0	75.4998	110.545	128	0.934558	-0.461347	0.333333	na	0	0	119.273	2.66781	0.333333	na	na	na	na	294	718.974	112.878	118.198	132.655	135.111	1.08073	1.0382	114.333	0.0620515	-2.0918	0.177227	0.993421	-2.89821e-05	175	0	0	0	128	0	0	0	100	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	522	1556.84	na	na	na	na	na	na	na	na	na	0	na	0	0	
83	0.000120	0.078190	6.684295	10.817970	0.436202	0.063147	0.063147	0.063147	0.063147	0.063147	0.020434	0.020434	0.020434	0.020434	0.020434	0.058632	-1.41244	-4.64125	-1.48879	-1.51825	-1.34127	-1.42689	-0.393939	0	0	0.015978	na	8	0.924242	0.0921485	8	1.71212	0	2.64911	1.71212	2.10606	-0.712119	-0.22357	0.25	na	0	5	1.90909	-0.806697	0.152778	na	na	na	na	265	363.4	1.48524	1.03682	1.05455	0.87037	-1.46684	-0.879076	0.79933	-0.35906	-0.233051	0.362948	0.0526171	-0.0366391	2	5	1	1	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	273	375.551	na	na	na	na	na	na	na	na	na	0	na	0	0	
84	0.000228	0.016255	0.128167	7.350110	5.332647	0.027635	0.027635	0.027635	0.027635	0.027635	0.042655	0.042655	0.042655	0.042655	0.042655	0.039053	-1.62929	-2.12373	-1.95374	-1.92909	-2.23817	-2.17476	0.454545	0	0	0.00826446	na	4	0.454545	0.144338	3	0.5	0	0.993418	0.5	0.0454545	-1	0.520473	0.75	na	0	3	0.272727	-1.46429	0.583333	na	na	na	na	381	643.777	0	0	0	0	na	na	0.588348	0.701115	-0.530919	0.18595	0.00826446	0	3	3	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	384	652.605	na	na	na	na	na	na	na	na	na	0	na	0	0	
85	0.067843	0.066071	3.168272	6.628444	5.364791	0.040069	0.040069	0.040069	0.040069	0.040069	0.013098	0.013098	0.013098	0.013098	0.013098	0.067379	0.0716265	-0.134121	0.126593	0.116223	0.105772	0.100324	-6.78788	0.16	0.254902	0.324338	na	10	0.969697	0.146507	51	17.1515	0	16.8881	17.1515	23.9394	0.0314031	-0.766097	0.166667	na	8	16	20.5455	0.911879	0.111111	na	na	na	na	110	146.568	17.3278	17.626	17.3818	17.5	0.0188998	-0.0509048	7.95418	-0.25837	-0.461711	0.144628	0.165269	0.159069	2	16	7	3	2	5	0	7	1	4	5	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	16	0	na	0	na	na	na	na	161	190.103	na	na	na	na	na	na	na	na	na	0	na	0	0	
86	0.491367	0.068256	194.152729	5.283460	0.991031	0.064790	0.064790	0.064790	0.064790	0.064790	0.008357	0.008357	0.008357	0.008357	0.008357	0.002710	0.754584	9.5235	1.62481	1.44668	2.02579	1.71765	21.3939	0.168317	0.205882	0.279331	na	6	0.848485	0.191567	102	39.2424	0	33.7762	39.2424	17.8485	0.325832	1.2429	0.333333	na	3	1	28.5455	-0.689179	0.222222	na	na	na	na	19	47.108	50.003	52.3596	46.8909	47.7593	-0.382361	-0.634803	20.7987	-1.27894	-0.164759	0.146924	0.322147	-0.0428159	8	1	56	0	37	0	6	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	121	136.463	na	na	na	na	na	na	na	na	na	0	na	0	0	
87	0.033030	0.014912	520.227628	5.892543	0.112138	0.032787	0.032787	0.032787	0.032787	0.032787	0.044891	0.044891	0.044891	0.044891	0.044891	0.073997	2.40464	12.9183	1.61272	1.88945	2.03041	2.25911	-12.9091	0.950617	0.963115	0.965037	na	7	0.863636	0.248833	244	122.091	0	80.798	122.091	135	1.02895	-0.31912	0.333333	na	1	4	128.545	2.72422	0.208333	na	na	na	na	123	315.672	118.819	124.419	145.709	148.407	1.39622	1.39912	105.752	0.0104634	-1.89789	0.0911387	0.763815	0.201221	72	4	0	0	68	62	4	44	62	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	367	600.152	na	na	na	na	na	na	na	na	na	0	na	0	0	
88	0.082430	0.077483	0.182826	8.332799	0.888376	0.070647	0.070647	0.070647	0.070647	0.070647	0.012141	0.012141	0.012141	0.012141	0.012141	0.049315	-0.741088	-1.78654	-0.458947	-0.547148	-0.625906	-0.685233	0.818182	0	0	0.0350781	na	5	0.787879	0.128857	4	1.04545	0	1.32456	1.04545	0.227273	-0.424239	0.771721	0.416667	na	0	2	0.636364	-1.17586	0.277778	na	na	na	na	161	190.925	0.990159	1.03682	0.854545	0.87037	-0.641604	-0.879076	0.689076	-0.058909	-0.904663	0.382461	0.0286501	0.00642792	0	2	1	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	165	195.763	na	na	na	na	na	na	na	na	na	0	na	0	0	
89	0.000890	0.021202	19.099087	11.905520	0.439203	0.074003	0.074003	0.074003	0.074003	0.074003	0.058487	0.058487	0.058487	0.058487	0.058487	0.005349	-1.62929	-2.12373	-1.95374	-1.92909	-0.00734185	-0.434953	-3.18182	0	0	0.00826446	na	4	0.454545	0.144338	3	0.5	0	0.993418	0.5	3.68182	-1	-3.64331	0.75	na	0	1	2.09091	2.22987	0.583333	na	na	na	na	561	na	0.990159	0	0.4	0	-2.79211	na	0.588348	0.701115	-0.530919	0.18595	0.00826446	0	1	1	0	0	0	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	564	na	na	na	na	na	na	na	na	na	na	0	na	0	0	
90	0.000293	0.078749	167.664646	8.839594	0.770576	0.036232	0.036232	0.036232	0.036232	0.036232	0.055549	0.055549	0.055549	0.055549	0.055549	0.034363	-0.72501	-3.66149	-0.903342	-0.88662	-0.847064	-0.853098	-2.69697	0	0	0.0806912	na	9	0.939394	0.103233	12	3.28788	0	3.97367	3.28788	5.98485	-0.34747	-1.10637	0.25	na	0	6	4.63636	0.541633	0.138889	na	na	na	na	456	978.783	2.97048	2.59206	2.74545	2.59259	-0.419581	0.00131022	1.92765	0.320793	-0.431533	0.0399449	0.142174	-0.0614826	8	6	1	0	0	0	1	0	2	0	1	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	468	1025.82	na	na	na	na	na	na	na	na	na	0	na	0	0	
