mlcoalsim version 1.9916b (20190520)

"OUTPUT FILE: date Thu Sep 19 11:40:23 2019" 

"Input data from the file: baselines/case02/1locus_1pop_mhit0_rec100_n100_S200.txt"

Print_neuttest:                  1
Print_matrixpol:                 1
N_iterations:                    100
Seed1:                           81140

N_loci:                          1
No_rec_males:                    0
Factorn_chr:                     1.000000
Pevent_sexratio:                
Fixmax_abstime_event:           
Sex_ratio:                       1.000000
N_sites:                         10000
N_samples:                       100
Npop:                            1


Mutations:                       200

Recombination:                   0.01
Iflogistic:                      0
Nintn:                           0
Nrec:                           
Tpast:                          



Patcg:                           -1




Neutral tests (excluding multiple hits positions)
value(TD[pop=0])	value(Fs[pop=0])	value(FDn[pop=0])	value(FFn[pop=0])	value(FD[pop=0])	value(FF[pop=0])	value(H[pop=0])	value(B[pop=0])	value(Q[pop=0])	value(ZnA[pop=0])	value(Fst[pop=0])	value(Kw[pop=0])	value(Hw[pop=0])	value(R2[pop=0])	value(S[pop=0])	value(piw[pop=0])	value(pib[pop=0])	value(ThetaW[pop=0])	value(ThetaT[pop=0])	value(ThetaFW[pop=0])	value(D_Dmin[pop=0])	value(H_norm[pop=0])	value(maxhap[pop=0])	value(maxhap1[pop=0])	value(Rm[pop=0])	value(ThetaFL[pop=0])	value(ThetaL[pop=0])	value(ZengE[pop=0])	value(EW[pop=0])	value(Fstw[pop=0])	value(minuiHS[pop=0])	value(maxuiHS[pop=0])	value(maxliES[pop=0])	value(fixoutg[pop=0])	value(KoutgJC[pop=0])	value(ThetaWA[pop=0])	value(ThetaWAn[pop=0])	value(ThetaTA[pop=0])	value(ThetaTAn[pop=0])	value(AchY[pop=0])	value(AchYn[pop=0])	value(m_sdev[pop=0])	value(m_skew[pop=0])	value(m_kurt[pop=0])	value(ragg[pop=0])	value(ZnS[pop=0])	value(ZZ[pop=0])	
-0.270533	-16.9161	0.198839	-0.00549094	0.195733	-0.0224264	-3.25616	0.0703518	0.105	0.128219	na	73	0.993333	0.0871112	200	35.5133	0	38.6296	35.5133	38.7695	-0.0899884	-0.141948	0.04	na	24	36	37.1414	-0.117966	0.0166	na	na	na	na	na	na	39.2591	39.3542	35.5034	35.5107	-0.354959	-0.36507	10.8565	-0.399031	0.775918	0.0012955	0.0334726	0.0947466	
0.297138	-7.42069	0.46222	0.449635	0.493471	0.463228	-2.74384	0.0603015	0.09	0.137821	na	67	0.991313	0.103586	200	42.0523	0	38.6296	42.0523	44.7962	0.0988382	-0.119614	0.04	na	27	32	43.4242	0.380066	0.0186	na	na	na	na	na	na	40.2166	40.3141	42.2575	42.2662	0.18837	0.181075	14.8016	-0.530537	0.116147	0.00142553	0.0451101	0.0927105	
0.157185	-17.345	0.330529	0.293918	0.344602	0.296775	4.45616	0.0753769	0.135	0.145886	na	76	0.993131	0.0994639	200	40.4402	0	38.6296	40.4402	35.984	0.0522849	0.19426	0.04	na	29	34	38.2121	-0.0330927	0.0168	na	na	na	na	na	na	39.7378	39.8342	40.5716	40.58	0.0778697	0.0700025	12.2028	-0.944347	1.07934	0.00180039	0.0369231	0.108963	
0.0524826	-14.4828	-0.393768	-0.23044	-0.474178	-0.2657	-1.22869	0.0552764	0.095	0.118299	na	73	0.992323	0.095938	200	39.2341	0	38.6296	39.2341	40.4628	0.0174575	-0.053563	0.04	na	35	45	39.8485	0.0966199	0.0176	na	na	na	na	na	na	37.1046	37.1946	39.1165	39.1245	0.200987	0.193766	10.85	-0.678621	1.01524	0.00128722	0.030972	0.0873266	
-0.0888214	-14.3433	-0.262077	-0.215167	-0.325309	-0.248543	-11.2517	0.0653266	0.11	0.12954	na	72	0.990909	0.0919457	200	37.6065	0	38.6296	37.6065	48.8582	-0.029545	-0.490504	0.05	na	26	43	43.2323	0.364853	0.019	na	na	na	na	na	na	37.5834	37.6745	37.4964	37.5041	-0.00858222	-0.01689	11.3858	-0.328093	0.747197	0.00129232	0.033006	0.096534	
-0.309678	-13.7486	-0.262077	-0.32545	-0.250875	-0.319695	-7.18828	0.0703518	0.12	0.138005	na	70	0.990505	0.0857346	200	35.0624	0	38.6296	35.0624	42.2507	-0.103009	-0.313364	0.05	na	26	42	38.6566	0.00213788	0.0194	na	na	na	na	na	na	37.8228	37.6745	34.9208	34.9076	-0.2845	-0.274312	10.6194	-0.577489	0.784442	0.00194401	0.0338267	0.104179	
-0.425692	-15.8015	0.00130331	-0.211716	0.121298	-0.150869	-7.41657	0.0653266	0.11	0.119547	na	71	0.989899	0.0824801	200	33.7261	0	38.6296	33.7261	41.1426	-0.1416	-0.323315	0.05	na	25	37	37.4343	-0.0947462	0.02	na	na	na	na	na	na	39.0197	38.6343	33.6592	33.6254	-0.509684	-0.484479	11.3471	-0.498621	0.0871431	0.000979818	0.0367569	0.0827897	
-0.235878	-32.2042	0.264684	0.0547298	0.270167	0.0420507	9.78465	0.0201005	0.04	0.0569082	na	84	0.995758	0.0880977	200	35.9125	0	38.6296	35.9125	26.1279	-0.0784609	0.426549	0.04	na	28	35	31.0202	-0.603188	0.0142	na	na	na	na	na	na	39.4985	39.5942	35.9311	35.9386	-0.335148	-0.345157	9.27949	-0.884562	1.54304	0.000832854	0.0289246	0.0279836	
-0.0880848	-17.9457	0.00130331	-0.0431349	-0.0275709	-0.0638254	1.29051	0.0603015	0.105	0.126495	na	75	0.993535	0.0921604	200	37.6149	0	38.6296	37.6149	36.3244	-0.0293	0.0562579	0.04	na	27	39	36.9697	-0.131578	0.0164	na	na	na	na	na	na	38.5409	38.6343	37.5867	37.5944	-0.0918392	-0.100582	10.5001	-0.919424	1.5728	0.000929619	0.033659	0.0928358	
0.24847	-11.1507	-0.130387	0.039089	0.121298	0.206986	-8.24889	0.130653	0.22	0.209404	na	71	0.991919	0.101837	200	41.4917	0	38.6296	41.4917	49.7406	0.0826496	-0.359599	0.05	na	30	37	45.6162	0.553817	0.018	na	na	na	na	na	na	39.0197	38.1544	41.5834	41.5103	0.243762	0.328599	13.0118	-0.581224	0.631307	0.00183418	0.0388772	0.170527	
0.296489	-9.94498	0.00130331	0.148899	-0.0275709	0.140312	1.66545	0.150754	0.245	0.216161	na	70	0.990303	0.103251	200	42.0448	0	38.6296	42.0448	40.3794	0.0986224	0.0726033	0.05	na	25	39	41.2121	0.204714	0.0196	na	na	na	na	na	na	38.5409	38.6343	42.107	42.1157	0.343208	0.336721	14.2805	-0.342378	0.170587	0.00165453	0.0416463	0.174515	
0.162078	-12.6751	-0.327923	-0.132798	-0.399744	-0.161444	-0.138182	0.0904523	0.15	0.149917	na	72	0.992727	0.0991305	200	40.4966	0	38.6296	40.4966	40.6347	0.0539126	-0.00602385	0.04	na	30	44	40.5657	0.153469	0.0172	na	na	na	na	na	na	37.344	37.4345	40.4251	40.4334	0.305864	0.299186	11.6688	-0.50449	0.618447	0.000813876	0.0338569	0.11606	
-0.346385	-24.5287	0.00130331	-0.172115	-0.0275709	-0.200935	-7.32687	0.0552764	0.11	0.125837	na	78	0.994949	0.0847136	200	34.6396	0	38.6296	34.6396	41.9665	-0.115219	-0.319405	0.03	na	25	39	38.303	-0.0258864	0.015	na	na	na	na	na	na	38.5409	38.6343	34.5506	34.5577	-0.38404	-0.394298	12.0808	0.114751	0.204109	0.00121135	0.0345376	0.0912992	
-0.708476	-30.2816	-0.854684	-0.91083	-0.99522	-0.992199	1.30101	0.0452261	0.085	0.079328	na	79	0.994747	0.0737702	200	30.4687	0	38.6296	30.4687	29.1677	-0.235663	0.0567158	0.03	na	24	52	29.8182	-0.69847	0.0152	na	na	na	na	na	na	35.4289	35.5148	30.0293	30.0355	-0.564464	-0.575636	9.3984	-0.597837	0.42314	0.00094521	0.0274186	0.0519094	
0.435741	-7.58679	0.59391	0.604677	0.64234	0.628963	6.00485	0.0201005	0.04	0.111928	na	68	0.990505	0.107693	200	43.6489	0	38.6296	43.6489	37.644	0.144942	0.261773	0.05	na	33	30	40.6465	0.159875	0.0194	na	na	na	na	na	na	40.6954	40.794	43.9274	43.9365	0.294866	0.288123	11.7004	-1.00389	1.78915	0.00123126	0.03766	0.0742677	
0.2967	-11.8719	-0.130387	0.063172	-0.17644	0.0482601	-6.3297	0.0603015	0.115	0.141353	na	72	0.991515	0.103139	200	42.0473	0	38.6296	42.0473	48.377	0.0986924	-0.275935	0.04	na	37	41	45.2121	0.521789	0.0184	na	na	na	na	na	na	38.0622	38.1544	42.0686	42.0773	0.390361	0.384119	12.6451	-0.446591	0.808608	0.00160212	0.0330507	0.108303	
-0.676521	-20.7168	-1.24976	-1.15237	-1.21852	-1.11348	-7.09414	0.0753769	0.125	0.121393	na	73	0.990909	0.0744381	200	30.8368	0	38.6296	30.8368	37.9309	-0.225034	-0.30926	0.05	na	27	55	34.3838	-0.336556	0.019	na	na	na	na	na	na	34.7108	34.075	30.3436	30.2887	-0.465791	-0.414252	9.51461	-0.479105	0.99795	0.00130072	0.0295617	0.0918309	
0.247523	-13.2128	0.659755	0.553608	0.791209	0.621218	4.49697	0.0502513	0.095	0.115832	na	73	0.992121	0.102311	200	41.4808	0	38.6296	41.4808	36.9838	0.0823346	0.196039	0.05	na	29	28	39.2323	0.0477775	0.0178	na	na	na	na	na	na	41.1742	41.034	41.7559	41.7441	0.0524688	0.0647351	11.3993	-0.66024	1.04204	0.000915294	0.0330172	0.0828148	
-0.641673	-23.1726	0.00130331	-0.319565	0.0468637	-0.311596	-3.07919	0.0552764	0.1	0.103188	na	75	0.992929	0.0762271	200	31.2382	0	38.6296	31.2382	34.3174	-0.213442	-0.134233	0.04	na	27	38	32.7778	-0.463867	0.017	na	na	na	na	na	na	38.7803	38.6343	31.1002	31.0862	-0.734674	-0.730074	9.87231	-0.337313	0.0240889	0.00113144	0.0311381	0.0720503	
